Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
IPredator,LR,135735,916,197.231.221.211,exit1.ipredator.se,443,9030,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on FreeBSD,0,0,2014-04-19,CYBERDYNE- LR,37560,355000,None
UOfMichigan,US,64337,25,35.0.127.52,tor-exit.eecs.umich.edu,443,None,0,1,1,1,0,1,1,1,1,Tor 0.2.9.14 on Linux,0,0,2018-05-21,UMICH-AS-5 - University of Michigan- US,36375,136000,None
Rondie1,NL,50038,5,87.233.197.114,tor-exit.rondie.nl,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-07-14,TRUESERVER-AS TrueServer BV AS number- NL,15703,208000,[2001:9a8:0:5b::5]:443
zamaxtorrelay,FR,49992,4874,163.172.51.111,zamax.fr,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.2.9.14 on Linux,0,0,2018-03-08,AS12876- FR,12876,191000,None
0x3d005,DE,45860,910,62.138.7.171,snowden.pep-security.net,8001,8030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.6-rc on Linux,0,0,2016-09-23,GD-EMEA-DC-SXB1- DE,8972,147000,None
cry,NL,39725,146,192.42.115.101,cry.ip-eend.nl,9003,8080,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2015-04-22,SURFNET-NL SURFnet- The Netherlands- NL,1103,156000,[2001:610:510:115:192:42:115:101]:9003
chulak,RO,39121,140,176.126.252.11,chulak.enn.lu,9001,443,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2014-04-09,CYBERSMARTSOLUTIONS-AS- RO,60118,96700,[2a02:59e0:0:7::11]:9003
poiuty,FR,37760,196,37.187.155.229,ns322718.ip-37-187-155.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-01-26,OVH- FR,16276,124000,[2001:41d0:a:5be5::]:443
DipulseIT2,FR,36778,48,62.210.82.83,62-210-82-83.rev.poneytelecom.eu,8080,8081,0,0,1,1,0,1,1,1,1,Tor 0.3.5.2-alpha on Linux,0,0,2018-01-24,AS12876- FR,12876,118000,None
TotorBE2,FR,36157,118,5.39.33.178,ip178.ip-5-39-33.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2016-12-18,OVH- FR,16276,132000,None
volatile,SG,36104,296,144.48.63.88,customer.thn2.vmhaus.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-06-02,VMHAUSLIMITED-AS-AP VMHaus Limited- GB,136620,154000,[2402:28c0:100:fe66::1]:443
radieschen,AT,35579,261,109.70.100.2,tor-exit-anonymizer-01.appliedprivacy.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on FreeBSD,0,0,2018-08-16,NEXTLAYER-AS- AT,1764,112000,[2a03:e600:100::2]:443
Unnamed,IE,35157,4103,34.241.138.212,ec2-34-241-138-212.eu-west-1.compute.amazonaws.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2016-11-14,AMAZON-02 - Amazon.com- Inc.- US,16509,126000,None
0x3d001,FR,34718,910,91.121.23.100,0x3d.lu,8001,8030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.6-rc on Linux,0,0,2016-05-31,OVH- FR,16276,100000,None
c0rsa,SE,34606,375,185.193.125.190,host-185-193-125-190.njalla.net,443,None,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-09-11,FLATTR-AS- SE,39287,100000,None
nsuchy,FR,34450,151,178.32.185.102,ip102.ip-178-32-185.eu,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on FreeBSD,0,0,2018-08-31,OVH- FR,16276,90700,None
TotorBE1,FR,34424,118,5.39.33.176,ip176.ip-5-39-33.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2016-10-22,OVH- FR,16276,119000,None
ButtersStotch,GB,34325,574,185.21.216.198,thisis.feralhosting.com,9001,9002,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2017-04-16,FERAL Feral Hosting- GB,200052,159000,None
0x3d004,DE,34156,910,62.138.7.171,snowden.pep-security.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.6-rc on Linux,0,0,2016-08-24,GD-EMEA-DC-SXB1- DE,8972,118000,None
PrivacyRepublic0001,FR,33928,383,178.32.181.96,tor-exit-node.1.privacyrepublic.org,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.1.10 on Linux,0,0,2014-11-21,OVH- FR,16276,184000,None
Hydra5,FR,33860,339,178.32.185.97,ip97.ip-178-32-185.eu,56794,15869,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on FreeBSD,0,0,2018-08-30,OVH- FR,16276,47000,[2001:470:c912:0:b420:53ff:fee7:c373]:9001
lazarus,DE,33733,1081,85.199.141.237,slave237.starsellersworld.net,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-08-13,RHTEC-AS rh-tec IP Backbone- DE,25560,92100,None
Spigen,NL,33090,147,192.42.113.102,freedom.ip-eend.nl,9001,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-04-01,SURFNET-NL SURFnet- The Netherlands- NL,1103,115000,None
Onyx,NL,32834,146,192.42.115.102,onyx.ip-eend.nl,9004,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2015-04-22,SURFNET-NL SURFnet- The Netherlands- NL,1103,122000,[2001:610:510:115:192:42:115:102]:9004
spechttor1,DE,31837,348,138.201.169.12,chili.kuehrmann.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on FreeBSD,0,0,2016-12-16,HETZNER-AS- DE,24940,89800,[2a01:4f8:171:35b0::4:1]:443
niftyjerboa,DE,30810,1744,185.220.101.25,185.220.101.25,20025,10025,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2016-08-30,FERAL Feral Hosting- GB,200052,72300,None
FsPeterPan2,DE,30644,3067,93.90.204.219,phaeton.fscore.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-04-27,ONEANDONE-AS Brauerstrasse 48- DE,8560,93700,None
Bananenbakker,NL,29714,76,192.42.132.106,deurpost.prutsnet.nl,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-05-04,SMEERBOEL-AS SMEERBOEL BV- NL,1102,120000,[2001:678:230:2132:192:42:132:106]:9001
aurora,RO,29526,140,176.126.252.12,aurora.enn.lu,8080,21,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2014-04-09,CYBERSMARTSOLUTIONS-AS- RO,60118,70300,[2a02:59e0:0:7::12]:81
MrKrabs,LU,29365,476,104.244.76.13,mrkrabs.exit.tor4us.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-07-18,PONYNET - FranTech Solutions- US,53667,93200,None
apx2,NL,28885,166,185.107.47.171,tor-exit.r2.dtr.is,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.3.5.1-alpha-dev on Linux,0,0,2015-02-02,NFORCE- NL,43350,44300,None
nastja,NL,28743,222,134.19.177.109,envato.webcare360.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2015-12-06,GLOBALLAYER- NL,49453,104000,None
niftyrat,DE,28426,1744,185.220.101.27,185.220.101.27,20024,10024,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2016-09-17,FERAL Feral Hosting- GB,200052,68100,None
niftypika,DE,28203,671,185.220.101.32,185.220.101.32,20032,10032,0,1,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2016-01-26,FERAL Feral Hosting- GB,200052,59900,None
Unnamed,GB,27926,4440,78.129.186.88,78.129.186.88,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2018-03-26,IOMART-AS- GB,20860,81300,None
cxxnode2,DE,27900,1144,217.79.190.25,backup.cxx.rocks,9090,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-04-13,MYLOC-AS- DE,24961,77500,None
0x3d002,FR,27655,910,91.121.23.100,0x3d.lu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.6-rc on Linux,0,0,2014-04-22,OVH- FR,16276,80100,None
bonjour1,DE,27635,317,188.138.33.233,loft9169.serverprofi24.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on FreeBSD,0,0,2017-10-27,GD-EMEA-DC-SXB1- DE,8972,82900,None
niftydormouse,DE,27590,382,185.220.101.44,185.220.101.44,20044,10044,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2016-11-25,FERAL Feral Hosting- GB,200052,67800,None
ibibUNC0,US,27146,1078,204.85.191.30,tor00.telenet.unc.edu,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2014-04-08,UNC-CH - University of North Carolina at Chapel Hill- US,36850,44400,None
niftysugarglider,DE,27010,671,185.220.101.34,185.220.101.34,20034,10034,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2016-08-30,FERAL Feral Hosting- GB,200052,66600,None
Unnamed,FR,26469,689,51.15.123.75,75-123-15-51.rev.cloud.scaleway.com,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-06-06,AS12876- FR,12876,95700,[2001:bc8:4700:2200::1:1605]:443
tagos,GB,26350,343,77.68.11.42,77.68.11.42,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-03-01,ONEANDONE-AS Brauerstrasse 48- DE,8560,93400,None
Justaguy0,LU,26295,733,104.244.78.207,this-is-a-tor-exit-node.justaguy.be,9002,None,0,1,1,1,0,1,1,1,1,Tor 0.3.4.7-rc on Linux,0,0,2018-06-03,PONYNET - FranTech Solutions- US,53667,91700,None
niftyquokka,DE,26289,671,185.220.101.33,185.220.101.33,20033,10033,0,1,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2016-08-03,FERAL Feral Hosting- GB,200052,68000,None
PhantomTrain5,US,26118,714,65.19.167.132,65.19.167.132,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.2.10-dev on Linux,0,0,2015-12-11,HURRICANE - Hurricane Electric LLC- US,6939,38100,None
freki,RO,25909,139,185.100.87.207,185.100.87.207,9001,443,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-02-05,FLOKINET- SC,200651,67400,None
xorox,FR,25854,6912,37.187.94.86,ns3035851.ip-37-187-94.eu,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.14 on Linux,0,0,2017-12-13,OVH- FR,16276,72500,None
Unnamed,GB,25849,3507,78.129.180.14,78.129.180.14,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2018-05-04,IOMART-AS- GB,20860,55300,None
McCormickRecipes,US,25824,130,18.85.22.239,wholesomeserver.media.mit.edu,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2017-04-25,MIT-GATEWAYS - Massachusetts Institute of Technology- US,3,46700,None
hviv104,NL,25640,43,192.42.116.16,tor-exit.hartvoorinternetvrijheid.nl,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2014-04-09,IP-EEND-AS IP-EEND BV- NL,1101,92600,None
niftypedetidae,DE,25605,116,185.220.101.30,185.220.101.30,20030,10030,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2016-09-22,FERAL Feral Hosting- GB,200052,61300,None
niftyhutia,DE,25512,348,185.220.101.47,185.220.101.47,20047,10047,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-09-13,FERAL Feral Hosting- GB,200052,73000,None
marylou1,FR,25426,319,89.234.157.254,marylou.nos-oignons.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2014-11-18,TETANEUTRAL-NET-AS- FR,197422,71200,[2001:67c:2608::1]:443
loki,FR,25384,792,51.15.145.150,loki.roflcopter.fr,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-02-16,AS12876- FR,12876,97700,None
as44194l10501,DE,25364,1538,77.87.49.6,l105-tor.berlin.freifunk.net,8080,8888,0,0,1,0,0,0,1,1,1,Tor 0.3.2.10 on Linux,0,0,2017-08-16,FREIFUNK-BERLIN-AS- DE,44194,129000,[2001:bf7:b201::6]:8080
ffffm,DE,25291,26,185.206.209.133,traffic.aixit.off.de.ffffm.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2017-10-02,FREIFUNK-FRANKFURT- DE,64475,82500,[2a06:8187:fb11:1::5:1]:9001
porthill,DE,25185,97,136.243.176.148,static.148.176.243.136.clients.your-server.de,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-02-03,HETZNER-AS- DE,24940,86700,None
dreamatorium,NL,25015,1775,89.31.57.58,89.31.57.58,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2015-05-04,UNITHOST-AS- NL,201401,55500,None
apx1,NL,24934,166,185.107.47.215,tor-exit.r1.dtr.is,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.3.5.1-alpha-dev on Linux,0,0,2014-11-04,NFORCE- NL,43350,36800,None
Unnamed,DE,24854,1878,217.79.179.177,.,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.3.8 on Linux,0,0,2015-04-28,MYLOC-AS- DE,24961,50500,[2001:4ba0:fff9:131:6c4f::90d3]:9001
niftyllipika,DE,24764,116,185.220.101.29,185.220.101.29,20029,10029,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2016-12-02,FERAL Feral Hosting- GB,200052,60200,None
atlantis,DE,24729,4588,85.25.43.31,atlantic746.serverprofi24.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on FreeBSD,0,0,2017-10-27,GD-EMEA-DC-SXB1- DE,8972,73900,None
reactortornode,UA,24723,313,78.109.23.2,2-23-109-78.hosting.ua,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2016-12-18,HOSTING-AS http://hosting.ua- UA,41665,42800,None
bgsv3,DE,24498,166,62.141.39.8,vps1637260.vs.webtropia-customer.com,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-06-11,MYLOC-AS- DE,24961,64100,[2001:4ba0:cafe:5e4::1]:9001
PatrickStar,US,24445,476,198.98.56.149,patrickstar.exit.tor4us.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-06-22,PONYNET - FranTech Solutions- US,53667,56300,None
zwiebelringXX,DE,24173,1264,82.165.70.65,82.165.70.65,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-01-29,ONEANDONE-AS Brauerstrasse 48- DE,8560,63300,None
FsPeterPan0,DE,24168,2881,93.90.205.104,eos.fscore.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-04-22,ONEANDONE-AS Brauerstrasse 48- DE,8560,70300,None
quadhead,DE,23871,1365,148.251.190.229,tor3.quadhead.de,9010,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2015-01-19,HETZNER-AS- DE,24940,77500,[2a01:4f8:211:c68::2]:9010
as44194l10502,DE,23618,2173,77.87.49.6,l105-tor.berlin.freifunk.net,9002,9031,0,0,1,0,0,0,1,1,1,Tor 0.3.2.10 on Linux,0,0,2017-08-16,FREIFUNK-BERLIN-AS- DE,44194,111000,[2001:bf7:b201::6]:9002
Laborkatze,FR,23419,811,195.154.237.179,lab.cat,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2017-11-25,AS12876- FR,12876,82300,None
kree,SK,23378,140,85.248.227.165,85.248.227.165,9003,445,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-05-16,AS-BENESTRA Bratislava- Slovak Republic- CZ,5578,53700,[2a00:1298:8011:212::165]:9005
hyacinthinus,NL,23349,983,94.23.150.81,94.23.150.81,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2017-05-01,OVH- FR,16276,73100,[2001:41d0:203:1f0b::118]:443
jfsmig4bee06410f973,FR,23313,579,163.172.132.199,199-132-172-163.rev.cloud.scaleway.com,8001,None,0,1,1,1,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-01-15,AS12876- FR,12876,71600,None
niftychipmunk,DE,23293,116,185.220.101.28,185.220.101.28,20028,10028,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2016-08-28,FERAL Feral Hosting- GB,200052,66700,None
DFRI4,SE,23055,1632,171.25.193.78,tor-exit4-readme.dfri.se,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on FreeBSD,0,0,2014-06-08,DFRI-AS- SE,198093,46700,[2001:67c:289c:3::78]:443
flowers,SE,22956,78,185.193.125.115,host-185-193-125-115.njalla.net,22,None,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-09-01,FLATTR-AS- SE,39287,46900,[2001:67c:2358:1337:0:b9c1:7d73:1337]:22
niftytreerat,DE,22615,382,185.220.101.45,185.220.101.45,20045,10045,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-01-11,FERAL Feral Hosting- GB,200052,105000,None
bgsv5,DE,22323,1194,62.141.37.236,vps1650591.vs.webtropia-customer.com,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-07-05,MYLOC-AS- DE,24961,87400,[2001:4ba0:cafe:b1d::1]:9001
TOR2DFN01a,DE,22319,5205,217.182.198.80,ns3078969.ip-217-182-198.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.2.9 on FreeBSD,0,0,2017-10-24,OVH- FR,16276,37900,None
niftygerbil,DE,22306,670,185.220.101.7,185.220.101.7,20007,10007,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2016-05-22,FERAL Feral Hosting- GB,200052,50300,None
RelayDune,NL,22274,840,62.133.201.128,62.133.201.128,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2017-11-24,UNILOGICNET-AS- NL,28788,84700,None
Jittor,GB,22176,2735,178.18.122.109,178.18.122.109,4433,4432,0,0,1,1,0,1,1,1,1,Tor 0.3.3.6 on Linux,0,0,2018-03-26,AI-NET- GB,50056,66700,None
Unnamed,GB,21853,4607,95.154.194.110,95.154.194.110,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2018-03-19,IOMART-AS- GB,20860,66000,None
geri,RO,21835,140,185.100.87.206,stitu.shapefeeds.com,9001,443,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-02-05,FLOKINET- SC,200651,40700,None
HEDONIST,HU,21813,749,91.219.236.171,sa1445.azar-a.net,9001,None,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-07-28,SERVERASTRA-AS- HU,56322,73300,None
niftyvolcanorabbit,DE,21771,670,185.220.101.6,185.220.101.6,20006,10006,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2016-02-16,FERAL Feral Hosting- GB,200052,47700,None
ZcashTor0nl,NL,21733,666,51.15.57.167,zcashtor0nl.zcashtorservers.org,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-01-31,AS12876- FR,12876,65400,[2001:bc8:4700:2000::6d2d]:443
tollana,SK,21697,140,85.248.227.164,tollana.enn.lu,9002,444,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-01-22,AS-BENESTRA Bratislava- Slovak Republic- CZ,5578,44800,[2a00:1298:8011:212::164]:9004
wikimediaeqiad1,US,21696,466,208.80.154.9,torrelay1001.wikimedia.org,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2014-10-22,WIKIMEDIA - Wikimedia Foundation Inc.- US,14907,59600,None
marylou2,FR,21534,319,89.234.157.254,marylou.nos-oignons.net,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2015-02-21,TETANEUTRAL-NET-AS- FR,197422,71300,[2001:67c:2608::1]:9001
ibibUNC1,US,21510,1721,204.85.191.31,tor01.telenet.unc.edu,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2017-07-27,UNC-CH - University of North Carolina at Chapel Hill- US,36850,41900,None
ZcashTor2nl,FR,21320,666,51.15.65.25,zcashtor2nl.zcashtorservers.org,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-01-31,AS12876- FR,12876,64200,[2001:bc8:4700:2000::430f]:443
niftyhedgehog,DE,21282,670,185.220.101.5,185.220.101.5,20005,10005,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2016-08-23,FERAL Feral Hosting- GB,200052,57700,None
MCL3,DE,21224,575,94.16.113.67,zepto.mcl.gg,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-02-06,NETCUP-AS netcup GmbH- DE,197540,68300,[2a03:4000:28:163:1:ea7:dead:beef]:9001
DFRI1,SE,21133,1632,171.25.193.77,tor-exit1-readme.dfri.se,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on FreeBSD,0,0,2012-02-02,DFRI-AS- SE,198093,53800,[2001:67c:289c:3::77]:443
Unnamed,DE,21112,643,93.186.200.68,albysky.ch,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-11-03,MYLOC-AS- DE,24961,64000,None
niftyjackrabbit,DE,20955,672,185.220.101.22,185.220.101.22,20022,10022,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2017-12-27,FERAL Feral Hosting- GB,200052,47300,None
niftysquirrel,DE,20938,672,185.220.101.21,185.220.101.21,20021,10021,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2016-09-20,FERAL Feral Hosting- GB,200052,48200,None
Logforme,SE,20909,22,85.230.184.93,c-5db8e655.019-3-6d6c6d4.bbcust.telenor.se,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2014-04-08,TELENOR-NEXTEL Telenor Norge AS- NO,2119,71700,None
PhantomTrain7,US,20864,714,65.19.167.130,65.19.167.130,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.2.10-dev on Linux,0,0,2016-11-24,HURRICANE - Hurricane Electric LLC- US,6939,43400,None
Unnamed,US,20785,23,23.81.66.90,23.81.66.90,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2017-01-19,LEASEWEB-USA-NYC-11 - Leaseweb USA- Inc.- US,396362,57800,None
ZcashTor3nl,FR,20727,312,51.15.88.249,zcashtor3nl.zcashtorservers.org,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-01-31,AS12876- FR,12876,47700,[2001:bc8:4700:2000::230f]:443
TOR2DFN01b,DE,20637,5089,217.182.198.95,ns3078984.ip-217-182-198.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.2.9 on FreeBSD,0,0,2017-10-24,OVH- FR,16276,41400,None
DipulseIT1,FR,20623,48,62.210.82.83,62-210-82-83.rev.poneytelecom.eu,8443,8008,0,0,1,1,0,1,1,1,1,Tor 0.3.5.2-alpha on Linux,0,0,2017-07-14,AS12876- FR,12876,76200,None
karfiol,AT,20344,261,109.70.100.11,109.70.100.11,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on FreeBSD,0,0,2018-03-24,NEXTLAYER-AS- AT,1764,83400,[2a03:e600:100::b]:443
DFRI5,SE,20330,696,171.25.193.25,tor-exit5-readme.dfri.se,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on FreeBSD,0,0,2015-07-31,DFRI-AS- SE,198093,42200,[2001:67c:289c::25]:443
Chenjesu,FR,20304,735,54.36.205.38,ip-54-36-205-38.ddhosts.net,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2017-10-02,OVH- FR,16276,74900,None
kramse3,DK,20279,3045,185.129.60.131,tor03.zencurity.dk,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.14 on Linux,0,0,2016-07-25,ZENCURITY-NET- DK,57860,60500,[2a06:d380:0:3065::131]:9001
ori,SK,20109,140,85.248.227.163,ori.enn.lu,9001,443,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-01-22,AS-BENESTRA Bratislava- Slovak Republic- CZ,5578,42300,[2a00:1298:8011:212::163]:9003
regar42,FR,20078,349,62.210.244.146,regar42.fr,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2014-03-15,AS12876- FR,12876,75600,[2001:bc8:3680:4242::1]:9001
hers,FR,19921,114,195.154.181.146,195-154-181-146.rev.poneytelecom.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2017-05-10,AS12876- FR,12876,75100,None
Belgium,BE,19676,117,77.243.191.102,77.243.191.102,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.3.10 on Linux,0,0,2018-01-15,M247- GB,9009,66200,None
locksat,FR,19532,4924,62.210.93.142,62-210-93-142.rev.poneytelecom.eu,6916,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2016-12-18,AS12876- FR,12876,61300,None
DFRI0,SE,19468,696,171.25.193.20,tor-exit0-readme.dfri.se,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on FreeBSD,0,0,2011-10-06,DFRI-AS- SE,198093,35800,[2001:67c:289c::20]:443
AlienZone,LT,19449,903,213.32.119.219,ip219.ip-213-32-119.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2017-09-15,OVH- FR,16276,51500,None
MCL2,DE,19413,170,37.120.191.245,atto.mcl.gg,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-02-06,NETCUP-AS netcup GmbH- DE,197540,66200,[2a03:4000:6:b0f7::cafe:babe]:9001
TheDarkLord,FI,19397,3721,79.137.106.154,ip154.ip-79-137-106.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2017-09-15,OVH- FR,16276,66400,None
